message;severity;node;stamp;topics;location
"WP: mission received";"2";"/mavros";"1679446388.805694928";"/diagnostics,/mavlink/from,/mavlink/gcs_ip,/mavros/adsb/vehicle,/mavros/battery,/mavros/cam_imu_sync/cam_imu_stamp,/mavros/camera/image_captured,/mavros/distance_sensor/rangefinder_pub,/mavros/esc_info,/mavros/esc_status,/mavros/esc_telemetry,/mavros/estimator_status,/mavros/extended_state,/mavros/geofence/waypoints,/mavros/global_position/compass_hdg,/mavros/global_position/global,/mavros/global_position/gp_lp_offset,/mavros/global_position/gp_origin,/mavros/global_position/local,/mavros/global_position/raw/fix,/mavros/global_position/raw/gps_vel,/mavros/global_position/raw/satellites,/mavros/global_position/rel_alt,/mavros/gps_rtk/rtk_baseline,/mavros/gpsstatus/gps1/raw,/mavros/gpsstatus/gps1/rtk,/mavros/gpsstatus/gps2/raw,/mavros/gpsstatus/gps2/rtk,/mavros/home_position/home,/mavros/imu/data,/mavros/imu/data_raw,/mavros/imu/diff_pressure,/mavros/imu/mag,/mavros/imu/static_pressure,/mavros/imu/temperature_baro,/mavros/imu/temperature_imu,/mavros/landing_target/lt_marker,/mavros/landing_target/pose_in,/mavros/local_position/accel,/mavros/local_position/odom,/mavros/local_position/pose,/mavros/local_position/pose_cov,/mavros/local_position/velocity_body,/mavros/local_position/velocity_body_cov,/mavros/local_position/velocity_local,/mavros/log_transfer/raw/log_data,/mavros/log_transfer/raw/log_entry,/mavros/mag_calibration/report,/mavros/mag_calibration/status,/mavros/manual_control/control,/mavros/mission/reached,/mavros/mission/waypoints,/mavros/mount_control/orientation,/mavros/mount_control/status,/mavros/nav_controller_output,/mavros/odometry/in,/mavros/param/param_value,/mavros/radio_status,/mavros/rallypoint/waypoints,/mavros/rangefinder/rangefinder,/mavros/rc/in,/mavros/rc/out,/mavros/setpoint_raw/target_attitude,/mavros/setpoint_raw/target_global,/mavros/setpoint_raw/target_local,/mavros/setpoint_trajectory/desired,/mavros/state,/mavros/statustext/recv,/mavros/terrain/report,/mavros/time_reference,/mavros/timesync_status,/mavros/trajectory/desired,/mavros/tunnel/out,/mavros/vfr_hud,/mavros/wind_estimation,/move_base_simple/goal,/rosout,/tf,/tf_static";"/tmp/binarydeb/ros-noetic-mavros-1.15.0/include/mavros/mission_protocol_base.h:plugin::MissionBase::request_mission_done:419"
"RP: mission received";"2";"/mavros";"1679446388.805506893";"/diagnostics,/mavlink/from,/mavlink/gcs_ip,/mavros/adsb/vehicle,/mavros/battery,/mavros/cam_imu_sync/cam_imu_stamp,/mavros/camera/image_captured,/mavros/distance_sensor/rangefinder_pub,/mavros/esc_info,/mavros/esc_status,/mavros/esc_telemetry,/mavros/estimator_status,/mavros/extended_state,/mavros/geofence/waypoints,/mavros/global_position/compass_hdg,/mavros/global_position/global,/mavros/global_position/gp_lp_offset,/mavros/global_position/gp_origin,/mavros/global_position/local,/mavros/global_position/raw/fix,/mavros/global_position/raw/gps_vel,/mavros/global_position/raw/satellites,/mavros/global_position/rel_alt,/mavros/gps_rtk/rtk_baseline,/mavros/gpsstatus/gps1/raw,/mavros/gpsstatus/gps1/rtk,/mavros/gpsstatus/gps2/raw,/mavros/gpsstatus/gps2/rtk,/mavros/home_position/home,/mavros/imu/data,/mavros/imu/data_raw,/mavros/imu/diff_pressure,/mavros/imu/mag,/mavros/imu/static_pressure,/mavros/imu/temperature_baro,/mavros/imu/temperature_imu,/mavros/landing_target/lt_marker,/mavros/landing_target/pose_in,/mavros/local_position/accel,/mavros/local_position/odom,/mavros/local_position/pose,/mavros/local_position/pose_cov,/mavros/local_position/velocity_body,/mavros/local_position/velocity_body_cov,/mavros/local_position/velocity_local,/mavros/log_transfer/raw/log_data,/mavros/log_transfer/raw/log_entry,/mavros/mag_calibration/report,/mavros/mag_calibration/status,/mavros/manual_control/control,/mavros/mission/reached,/mavros/mission/waypoints,/mavros/mount_control/orientation,/mavros/mount_control/status,/mavros/nav_controller_output,/mavros/odometry/in,/mavros/param/param_value,/mavros/radio_status,/mavros/rallypoint/waypoints,/mavros/rangefinder/rangefinder,/mavros/rc/in,/mavros/rc/out,/mavros/setpoint_raw/target_attitude,/mavros/setpoint_raw/target_global,/mavros/setpoint_raw/target_local,/mavros/setpoint_trajectory/desired,/mavros/state,/mavros/statustext/recv,/mavros/terrain/report,/mavros/time_reference,/mavros/timesync_status,/mavros/trajectory/desired,/mavros/tunnel/out,/mavros/vfr_hud,/mavros/wind_estimation,/move_base_simple/goal,/rosout,/tf,/tf_static";"/tmp/binarydeb/ros-noetic-mavros-1.15.0/include/mavros/mission_protocol_base.h:plugin::MissionBase::request_mission_done:419"
"GF: mission received";"2";"/mavros";"1679446388.805083435";"/diagnostics,/mavlink/from,/mavlink/gcs_ip,/mavros/adsb/vehicle,/mavros/battery,/mavros/cam_imu_sync/cam_imu_stamp,/mavros/camera/image_captured,/mavros/distance_sensor/rangefinder_pub,/mavros/esc_info,/mavros/esc_status,/mavros/esc_telemetry,/mavros/estimator_status,/mavros/extended_state,/mavros/geofence/waypoints,/mavros/global_position/compass_hdg,/mavros/global_position/global,/mavros/global_position/gp_lp_offset,/mavros/global_position/gp_origin,/mavros/global_position/local,/mavros/global_position/raw/fix,/mavros/global_position/raw/gps_vel,/mavros/global_position/raw/satellites,/mavros/global_position/rel_alt,/mavros/gps_rtk/rtk_baseline,/mavros/gpsstatus/gps1/raw,/mavros/gpsstatus/gps1/rtk,/mavros/gpsstatus/gps2/raw,/mavros/gpsstatus/gps2/rtk,/mavros/home_position/home,/mavros/imu/data,/mavros/imu/data_raw,/mavros/imu/diff_pressure,/mavros/imu/mag,/mavros/imu/static_pressure,/mavros/imu/temperature_baro,/mavros/imu/temperature_imu,/mavros/landing_target/lt_marker,/mavros/landing_target/pose_in,/mavros/local_position/accel,/mavros/local_position/odom,/mavros/local_position/pose,/mavros/local_position/pose_cov,/mavros/local_position/velocity_body,/mavros/local_position/velocity_body_cov,/mavros/local_position/velocity_local,/mavros/log_transfer/raw/log_data,/mavros/log_transfer/raw/log_entry,/mavros/mag_calibration/report,/mavros/mag_calibration/status,/mavros/manual_control/control,/mavros/mission/reached,/mavros/mission/waypoints,/mavros/mount_control/orientation,/mavros/mount_control/status,/mavros/nav_controller_output,/mavros/odometry/in,/mavros/param/param_value,/mavros/radio_status,/mavros/rallypoint/waypoints,/mavros/rangefinder/rangefinder,/mavros/rc/in,/mavros/rc/out,/mavros/setpoint_raw/target_attitude,/mavros/setpoint_raw/target_global,/mavros/setpoint_raw/target_local,/mavros/setpoint_trajectory/desired,/mavros/state,/mavros/statustext/recv,/mavros/terrain/report,/mavros/time_reference,/mavros/timesync_status,/mavros/trajectory/desired,/mavros/tunnel/out,/mavros/vfr_hud,/mavros/wind_estimation,/move_base_simple/goal,/rosout,/tf,/tf_static";"/tmp/binarydeb/ros-noetic-mavros-1.15.0/include/mavros/mission_protocol_base.h:plugin::MissionBase::request_mission_done:419"
"FCU: IMU2: fast sampling enabled 9.0kHz/2.3kHz";"2";"/mavros";"1679446383.810803355";"/diagnostics,/mavlink/from,/mavlink/gcs_ip,/mavros/adsb/vehicle,/mavros/battery,/mavros/cam_imu_sync/cam_imu_stamp,/mavros/camera/image_captured,/mavros/distance_sensor/rangefinder_pub,/mavros/esc_info,/mavros/esc_status,/mavros/esc_telemetry,/mavros/estimator_status,/mavros/extended_state,/mavros/geofence/waypoints,/mavros/global_position/compass_hdg,/mavros/global_position/global,/mavros/global_position/gp_lp_offset,/mavros/global_position/gp_origin,/mavros/global_position/local,/mavros/global_position/raw/fix,/mavros/global_position/raw/gps_vel,/mavros/global_position/raw/satellites,/mavros/global_position/rel_alt,/mavros/gps_rtk/rtk_baseline,/mavros/gpsstatus/gps1/raw,/mavros/gpsstatus/gps1/rtk,/mavros/gpsstatus/gps2/raw,/mavros/gpsstatus/gps2/rtk,/mavros/home_position/home,/mavros/imu/data,/mavros/imu/data_raw,/mavros/imu/diff_pressure,/mavros/imu/mag,/mavros/imu/static_pressure,/mavros/imu/temperature_baro,/mavros/imu/temperature_imu,/mavros/landing_target/lt_marker,/mavros/landing_target/pose_in,/mavros/local_position/accel,/mavros/local_position/odom,/mavros/local_position/pose,/mavros/local_position/pose_cov,/mavros/local_position/velocity_body,/mavros/local_position/velocity_body_cov,/mavros/local_position/velocity_local,/mavros/log_transfer/raw/log_data,/mavros/log_transfer/raw/log_entry,/mavros/mag_calibration/report,/mavros/mag_calibration/status,/mavros/manual_control/control,/mavros/mission/reached,/mavros/mission/waypoints,/mavros/mount_control/orientation,/mavros/mount_control/status,/mavros/nav_controller_output,/mavros/odometry/in,/mavros/param/param_value,/mavros/radio_status,/mavros/rallypoint/waypoints,/mavros/rangefinder/rangefinder,/mavros/rc/in,/mavros/rc/out,/mavros/setpoint_raw/target_attitude,/mavros/setpoint_raw/target_global,/mavros/setpoint_raw/target_local,/mavros/setpoint_trajectory/desired,/mavros/state,/mavros/statustext/recv,/mavros/terrain/report,/mavros/time_reference,/mavros/timesync_status,/mavros/trajectory/desired,/mavros/tunnel/out,/mavros/vfr_hud,/mavros/wind_estimation,/move_base_simple/goal,/rosout,/tf,/tf_static";"/tmp/binarydeb/ros-noetic-mavros-1.15.0/src/plugins/sys_status.cpp:std_plugins::SystemStatusPlugin::process_statustext_normal:676"
"FCU: IMU1: fast sampling enabled 9.0kHz/2.3kHz";"2";"/mavros";"1679446383.810027975";"/diagnostics,/mavlink/from,/mavlink/gcs_ip,/mavros/adsb/vehicle,/mavros/battery,/mavros/cam_imu_sync/cam_imu_stamp,/mavros/camera/image_captured,/mavros/distance_sensor/rangefinder_pub,/mavros/esc_info,/mavros/esc_status,/mavros/esc_telemetry,/mavros/estimator_status,/mavros/extended_state,/mavros/geofence/waypoints,/mavros/global_position/compass_hdg,/mavros/global_position/global,/mavros/global_position/gp_lp_offset,/mavros/global_position/gp_origin,/mavros/global_position/local,/mavros/global_position/raw/fix,/mavros/global_position/raw/gps_vel,/mavros/global_position/raw/satellites,/mavros/global_position/rel_alt,/mavros/gps_rtk/rtk_baseline,/mavros/gpsstatus/gps1/raw,/mavros/gpsstatus/gps1/rtk,/mavros/gpsstatus/gps2/raw,/mavros/gpsstatus/gps2/rtk,/mavros/home_position/home,/mavros/imu/data,/mavros/imu/data_raw,/mavros/imu/diff_pressure,/mavros/imu/mag,/mavros/imu/static_pressure,/mavros/imu/temperature_baro,/mavros/imu/temperature_imu,/mavros/landing_target/lt_marker,/mavros/landing_target/pose_in,/mavros/local_position/accel,/mavros/local_position/odom,/mavros/local_position/pose,/mavros/local_position/pose_cov,/mavros/local_position/velocity_body,/mavros/local_position/velocity_body_cov,/mavros/local_position/velocity_local,/mavros/log_transfer/raw/log_data,/mavros/log_transfer/raw/log_entry,/mavros/mag_calibration/report,/mavros/mag_calibration/status,/mavros/manual_control/control,/mavros/mission/reached,/mavros/mission/waypoints,/mavros/mount_control/orientation,/mavros/mount_control/status,/mavros/nav_controller_output,/mavros/odometry/in,/mavros/param/param_value,/mavros/radio_status,/mavros/rallypoint/waypoints,/mavros/rangefinder/rangefinder,/mavros/rc/in,/mavros/rc/out,/mavros/setpoint_raw/target_attitude,/mavros/setpoint_raw/target_global,/mavros/setpoint_raw/target_local,/mavros/setpoint_trajectory/desired,/mavros/state,/mavros/statustext/recv,/mavros/terrain/report,/mavros/time_reference,/mavros/timesync_status,/mavros/trajectory/desired,/mavros/tunnel/out,/mavros/vfr_hud,/mavros/wind_estimation,/move_base_simple/goal,/rosout,/tf,/tf_static";"/tmp/binarydeb/ros-noetic-mavros-1.15.0/src/plugins/sys_status.cpp:std_plugins::SystemStatusPlugin::process_statustext_normal:676"
"FCU: IMU0: fast sampling enabled 2.0kHz";"2";"/mavros";"1679446383.808393715";"/diagnostics,/mavlink/from,/mavlink/gcs_ip,/mavros/adsb/vehicle,/mavros/battery,/mavros/cam_imu_sync/cam_imu_stamp,/mavros/camera/image_captured,/mavros/distance_sensor/rangefinder_pub,/mavros/esc_info,/mavros/esc_status,/mavros/esc_telemetry,/mavros/estimator_status,/mavros/extended_state,/mavros/geofence/waypoints,/mavros/global_position/compass_hdg,/mavros/global_position/global,/mavros/global_position/gp_lp_offset,/mavros/global_position/gp_origin,/mavros/global_position/local,/mavros/global_position/raw/fix,/mavros/global_position/raw/gps_vel,/mavros/global_position/raw/satellites,/mavros/global_position/rel_alt,/mavros/gps_rtk/rtk_baseline,/mavros/gpsstatus/gps1/raw,/mavros/gpsstatus/gps1/rtk,/mavros/gpsstatus/gps2/raw,/mavros/gpsstatus/gps2/rtk,/mavros/home_position/home,/mavros/imu/data,/mavros/imu/data_raw,/mavros/imu/diff_pressure,/mavros/imu/mag,/mavros/imu/static_pressure,/mavros/imu/temperature_baro,/mavros/imu/temperature_imu,/mavros/landing_target/lt_marker,/mavros/landing_target/pose_in,/mavros/local_position/accel,/mavros/local_position/odom,/mavros/local_position/pose,/mavros/local_position/pose_cov,/mavros/local_position/velocity_body,/mavros/local_position/velocity_body_cov,/mavros/local_position/velocity_local,/mavros/log_transfer/raw/log_data,/mavros/log_transfer/raw/log_entry,/mavros/mag_calibration/report,/mavros/mag_calibration/status,/mavros/manual_control/control,/mavros/mission/reached,/mavros/mission/waypoints,/mavros/mount_control/orientation,/mavros/mount_control/status,/mavros/nav_controller_output,/mavros/odometry/in,/mavros/param/param_value,/mavros/radio_status,/mavros/rallypoint/waypoints,/mavros/rangefinder/rangefinder,/mavros/rc/in,/mavros/rc/out,/mavros/setpoint_raw/target_attitude,/mavros/setpoint_raw/target_global,/mavros/setpoint_raw/target_local,/mavros/setpoint_trajectory/desired,/mavros/state,/mavros/statustext/recv,/mavros/terrain/report,/mavros/time_reference,/mavros/timesync_status,/mavros/trajectory/desired,/mavros/tunnel/out,/mavros/vfr_hud,/mavros/wind_estimation,/move_base_simple/goal,/rosout,/tf,/tf_static";"/tmp/binarydeb/ros-noetic-mavros-1.15.0/src/plugins/sys_status.cpp:std_plugins::SystemStatusPlugin::process_statustext_normal:676"
"FCU: RCOut: PWM:1-14";"2";"/mavros";"1679446383.808011867";"/diagnostics,/mavlink/from,/mavlink/gcs_ip,/mavros/adsb/vehicle,/mavros/battery,/mavros/cam_imu_sync/cam_imu_stamp,/mavros/camera/image_captured,/mavros/distance_sensor/rangefinder_pub,/mavros/esc_info,/mavros/esc_status,/mavros/esc_telemetry,/mavros/estimator_status,/mavros/extended_state,/mavros/geofence/waypoints,/mavros/global_position/compass_hdg,/mavros/global_position/global,/mavros/global_position/gp_lp_offset,/mavros/global_position/gp_origin,/mavros/global_position/local,/mavros/global_position/raw/fix,/mavros/global_position/raw/gps_vel,/mavros/global_position/raw/satellites,/mavros/global_position/rel_alt,/mavros/gps_rtk/rtk_baseline,/mavros/gpsstatus/gps1/raw,/mavros/gpsstatus/gps1/rtk,/mavros/gpsstatus/gps2/raw,/mavros/gpsstatus/gps2/rtk,/mavros/home_position/home,/mavros/imu/data,/mavros/imu/data_raw,/mavros/imu/diff_pressure,/mavros/imu/mag,/mavros/imu/static_pressure,/mavros/imu/temperature_baro,/mavros/imu/temperature_imu,/mavros/landing_target/lt_marker,/mavros/landing_target/pose_in,/mavros/local_position/accel,/mavros/local_position/odom,/mavros/local_position/pose,/mavros/local_position/pose_cov,/mavros/local_position/velocity_body,/mavros/local_position/velocity_body_cov,/mavros/local_position/velocity_local,/mavros/log_transfer/raw/log_data,/mavros/log_transfer/raw/log_entry,/mavros/mag_calibration/report,/mavros/mag_calibration/status,/mavros/manual_control/control,/mavros/mission/reached,/mavros/mission/waypoints,/mavros/mount_control/orientation,/mavros/mount_control/status,/mavros/nav_controller_output,/mavros/odometry/in,/mavros/param/param_value,/mavros/radio_status,/mavros/rallypoint/waypoints,/mavros/rangefinder/rangefinder,/mavros/rc/in,/mavros/rc/out,/mavros/setpoint_raw/target_attitude,/mavros/setpoint_raw/target_global,/mavros/setpoint_raw/target_local,/mavros/setpoint_trajectory/desired,/mavros/state,/mavros/statustext/recv,/mavros/terrain/report,/mavros/time_reference,/mavros/timesync_status,/mavros/trajectory/desired,/mavros/tunnel/out,/mavros/vfr_hud,/mavros/wind_estimation,/move_base_simple/goal,/rosout,/tf,/tf_static";"/tmp/binarydeb/ros-noetic-mavros-1.15.0/src/plugins/sys_status.cpp:std_plugins::SystemStatusPlugin::process_statustext_normal:676"
"FCU: CubeOrangePlu 0043002D 31395105 3539333";"2";"/mavros";"1679446383.807548465";"/diagnostics,/mavlink/from,/mavlink/gcs_ip,/mavros/adsb/vehicle,/mavros/battery,/mavros/cam_imu_sync/cam_imu_stamp,/mavros/camera/image_captured,/mavros/distance_sensor/rangefinder_pub,/mavros/esc_info,/mavros/esc_status,/mavros/esc_telemetry,/mavros/estimator_status,/mavros/extended_state,/mavros/geofence/waypoints,/mavros/global_position/compass_hdg,/mavros/global_position/global,/mavros/global_position/gp_lp_offset,/mavros/global_position/gp_origin,/mavros/global_position/local,/mavros/global_position/raw/fix,/mavros/global_position/raw/gps_vel,/mavros/global_position/raw/satellites,/mavros/global_position/rel_alt,/mavros/gps_rtk/rtk_baseline,/mavros/gpsstatus/gps1/raw,/mavros/gpsstatus/gps1/rtk,/mavros/gpsstatus/gps2/raw,/mavros/gpsstatus/gps2/rtk,/mavros/home_position/home,/mavros/imu/data,/mavros/imu/data_raw,/mavros/imu/diff_pressure,/mavros/imu/mag,/mavros/imu/static_pressure,/mavros/imu/temperature_baro,/mavros/imu/temperature_imu,/mavros/landing_target/lt_marker,/mavros/landing_target/pose_in,/mavros/local_position/accel,/mavros/local_position/odom,/mavros/local_position/pose,/mavros/local_position/pose_cov,/mavros/local_position/velocity_body,/mavros/local_position/velocity_body_cov,/mavros/local_position/velocity_local,/mavros/log_transfer/raw/log_data,/mavros/log_transfer/raw/log_entry,/mavros/mag_calibration/report,/mavros/mag_calibration/status,/mavros/manual_control/control,/mavros/mission/reached,/mavros/mission/waypoints,/mavros/mount_control/orientation,/mavros/mount_control/status,/mavros/nav_controller_output,/mavros/odometry/in,/mavros/param/param_value,/mavros/radio_status,/mavros/rallypoint/waypoints,/mavros/rangefinder/rangefinder,/mavros/rc/in,/mavros/rc/out,/mavros/setpoint_raw/target_attitude,/mavros/setpoint_raw/target_global,/mavros/setpoint_raw/target_local,/mavros/setpoint_trajectory/desired,/mavros/state,/mavros/statustext/recv,/mavros/terrain/report,/mavros/time_reference,/mavros/timesync_status,/mavros/trajectory/desired,/mavros/tunnel/out,/mavros/vfr_hud,/mavros/wind_estimation,/move_base_simple/goal,/rosout,/tf,/tf_static";"/tmp/binarydeb/ros-noetic-mavros-1.15.0/src/plugins/sys_status.cpp:std_plugins::SystemStatusPlugin::process_statustext_normal:676"
"FCU: ChibiOS: 38022f4f";"2";"/mavros";"1679446383.806546346";"/diagnostics,/mavlink/from,/mavlink/gcs_ip,/mavros/adsb/vehicle,/mavros/battery,/mavros/cam_imu_sync/cam_imu_stamp,/mavros/camera/image_captured,/mavros/distance_sensor/rangefinder_pub,/mavros/esc_info,/mavros/esc_status,/mavros/esc_telemetry,/mavros/estimator_status,/mavros/extended_state,/mavros/geofence/waypoints,/mavros/global_position/compass_hdg,/mavros/global_position/global,/mavros/global_position/gp_lp_offset,/mavros/global_position/gp_origin,/mavros/global_position/local,/mavros/global_position/raw/fix,/mavros/global_position/raw/gps_vel,/mavros/global_position/raw/satellites,/mavros/global_position/rel_alt,/mavros/gps_rtk/rtk_baseline,/mavros/gpsstatus/gps1/raw,/mavros/gpsstatus/gps1/rtk,/mavros/gpsstatus/gps2/raw,/mavros/gpsstatus/gps2/rtk,/mavros/home_position/home,/mavros/imu/data,/mavros/imu/data_raw,/mavros/imu/diff_pressure,/mavros/imu/mag,/mavros/imu/static_pressure,/mavros/imu/temperature_baro,/mavros/imu/temperature_imu,/mavros/landing_target/lt_marker,/mavros/landing_target/pose_in,/mavros/local_position/accel,/mavros/local_position/odom,/mavros/local_position/pose,/mavros/local_position/pose_cov,/mavros/local_position/velocity_body,/mavros/local_position/velocity_body_cov,/mavros/local_position/velocity_local,/mavros/log_transfer/raw/log_data,/mavros/log_transfer/raw/log_entry,/mavros/mag_calibration/report,/mavros/mag_calibration/status,/mavros/manual_control/control,/mavros/mission/reached,/mavros/mission/waypoints,/mavros/mount_control/orientation,/mavros/mount_control/status,/mavros/nav_controller_output,/mavros/odometry/in,/mavros/param/param_value,/mavros/radio_status,/mavros/rallypoint/waypoints,/mavros/rangefinder/rangefinder,/mavros/rc/in,/mavros/rc/out,/mavros/setpoint_raw/target_attitude,/mavros/setpoint_raw/target_global,/mavros/setpoint_raw/target_local,/mavros/setpoint_trajectory/desired,/mavros/state,/mavros/statustext/recv,/mavros/terrain/report,/mavros/time_reference,/mavros/timesync_status,/mavros/trajectory/desired,/mavros/tunnel/out,/mavros/vfr_hud,/mavros/wind_estimation,/move_base_simple/goal,/rosout,/tf,/tf_static";"/tmp/binarydeb/ros-noetic-mavros-1.15.0/src/plugins/sys_status.cpp:std_plugins::SystemStatusPlugin::process_statustext_normal:676"
"FCU: ArduRover V4.2.3 (2172cfb3)";"2";"/mavros";"1679446383.805904482";"/diagnostics,/mavlink/from,/mavlink/gcs_ip,/mavros/adsb/vehicle,/mavros/battery,/mavros/cam_imu_sync/cam_imu_stamp,/mavros/camera/image_captured,/mavros/distance_sensor/rangefinder_pub,/mavros/esc_info,/mavros/esc_status,/mavros/esc_telemetry,/mavros/estimator_status,/mavros/extended_state,/mavros/geofence/waypoints,/mavros/global_position/compass_hdg,/mavros/global_position/global,/mavros/global_position/gp_lp_offset,/mavros/global_position/gp_origin,/mavros/global_position/local,/mavros/global_position/raw/fix,/mavros/global_position/raw/gps_vel,/mavros/global_position/raw/satellites,/mavros/global_position/rel_alt,/mavros/gps_rtk/rtk_baseline,/mavros/gpsstatus/gps1/raw,/mavros/gpsstatus/gps1/rtk,/mavros/gpsstatus/gps2/raw,/mavros/gpsstatus/gps2/rtk,/mavros/home_position/home,/mavros/imu/data,/mavros/imu/data_raw,/mavros/imu/diff_pressure,/mavros/imu/mag,/mavros/imu/static_pressure,/mavros/imu/temperature_baro,/mavros/imu/temperature_imu,/mavros/landing_target/lt_marker,/mavros/landing_target/pose_in,/mavros/local_position/accel,/mavros/local_position/odom,/mavros/local_position/pose,/mavros/local_position/pose_cov,/mavros/local_position/velocity_body,/mavros/local_position/velocity_body_cov,/mavros/local_position/velocity_local,/mavros/log_transfer/raw/log_data,/mavros/log_transfer/raw/log_entry,/mavros/mag_calibration/report,/mavros/mag_calibration/status,/mavros/manual_control/control,/mavros/mission/reached,/mavros/mission/waypoints,/mavros/mount_control/orientation,/mavros/mount_control/status,/mavros/nav_controller_output,/mavros/odometry/in,/mavros/param/param_value,/mavros/radio_status,/mavros/rallypoint/waypoints,/mavros/rangefinder/rangefinder,/mavros/rc/in,/mavros/rc/out,/mavros/setpoint_raw/target_attitude,/mavros/setpoint_raw/target_global,/mavros/setpoint_raw/target_local,/mavros/setpoint_trajectory/desired,/mavros/state,/mavros/statustext/recv,/mavros/terrain/report,/mavros/time_reference,/mavros/timesync_status,/mavros/trajectory/desired,/mavros/tunnel/out,/mavros/vfr_hud,/mavros/wind_estimation,/move_base_simple/goal,/rosout,/tf,/tf_static";"/tmp/binarydeb/ros-noetic-mavros-1.15.0/src/plugins/sys_status.cpp:std_plugins::SystemStatusPlugin::process_statustext_normal:676"
"HP: requesting home position";"2";"/mavros";"1679446383.787980085";"/diagnostics,/mavlink/from,/mavlink/gcs_ip,/mavros/adsb/vehicle,/mavros/battery,/mavros/cam_imu_sync/cam_imu_stamp,/mavros/camera/image_captured,/mavros/distance_sensor/rangefinder_pub,/mavros/esc_info,/mavros/esc_status,/mavros/esc_telemetry,/mavros/estimator_status,/mavros/extended_state,/mavros/geofence/waypoints,/mavros/global_position/compass_hdg,/mavros/global_position/global,/mavros/global_position/gp_lp_offset,/mavros/global_position/gp_origin,/mavros/global_position/local,/mavros/global_position/raw/fix,/mavros/global_position/raw/gps_vel,/mavros/global_position/raw/satellites,/mavros/global_position/rel_alt,/mavros/gps_rtk/rtk_baseline,/mavros/gpsstatus/gps1/raw,/mavros/gpsstatus/gps1/rtk,/mavros/gpsstatus/gps2/raw,/mavros/gpsstatus/gps2/rtk,/mavros/home_position/home,/mavros/imu/data,/mavros/imu/data_raw,/mavros/imu/diff_pressure,/mavros/imu/mag,/mavros/imu/static_pressure,/mavros/imu/temperature_baro,/mavros/imu/temperature_imu,/mavros/landing_target/lt_marker,/mavros/landing_target/pose_in,/mavros/local_position/accel,/mavros/local_position/odom,/mavros/local_position/pose,/mavros/local_position/pose_cov,/mavros/local_position/velocity_body,/mavros/local_position/velocity_body_cov,/mavros/local_position/velocity_local,/mavros/log_transfer/raw/log_data,/mavros/log_transfer/raw/log_entry,/mavros/mag_calibration/report,/mavros/mag_calibration/status,/mavros/manual_control/control,/mavros/mission/reached,/mavros/mission/waypoints,/mavros/mount_control/orientation,/mavros/mount_control/status,/mavros/nav_controller_output,/mavros/odometry/in,/mavros/param/param_value,/mavros/radio_status,/mavros/rallypoint/waypoints,/mavros/rangefinder/rangefinder,/mavros/rc/in,/mavros/rc/out,/mavros/setpoint_raw/target_attitude,/mavros/setpoint_raw/target_global,/mavros/setpoint_raw/target_local,/mavros/setpoint_trajectory/desired,/mavros/state,/mavros/statustext/recv,/mavros/terrain/report,/mavros/time_reference,/mavros/timesync_status,/mavros/trajectory/desired,/mavros/tunnel/out,/mavros/vfr_hud,/mavros/wind_estimation,/move_base_simple/goal,/rosout,/tf,/tf_static";"/tmp/binarydeb/ros-noetic-mavros-1.15.0/src/plugins/home_position.cpp:std_plugins::HomePositionPlugin::timeout_cb:165"
